LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,b_g,b_r,swir22_swir16,mci,ndci,nbi,ndmi,bsi,awei,tc_wetness,y,x,dem
2,0.38580000000000003,0.058800000000000005,0.0509,0.0765,0.12145149,5.5212377e-07,5.8800247e-06,0.4056,0.3815,0.23820000000000002,0.1466,0.0454,0.1502,0.3245,0.389,-0.5138226882745471,-0.130820399113082,-0.05711318795430943,0.7354925775978407,0.6675019346279988,0.7354925775978407,-0.6690460739779364,0.665359477124183,0.8656462585034013,0.6154492023509656,2.568575233022637,0.4373205741626794,-0.2365384615384615,0.2365384615384615,-0.3602242641333125,-0.6572000000000002,-0.09288350000000001,-2399525.0,3868805.0,26.041367
2,0.28550000000000003,0.0679,0.042100000000000005,0.0656,0.12522745,6.8801046e-07,9.348527e-06,0.2975,0.3178,0.2094,0.1414,0.0313,0.11410000000000001,0.23240000000000002,0.2713,-0.5229090909090908,0.017228464419475627,-0.1471389645776567,0.6157328805885681,0.468975783320626,0.6157328805885681,-0.6263172885217887,0.6417682926829269,0.6200294550810015,0.6752626552053486,2.5021910604732693,0.2538461538461539,-0.15376843806829668,0.15376843806829668,-0.22033898305084756,-0.5009000000000001,-0.08930853,-2397295.0,3863235.0,23.0848
5,0.315,0.0724,0.0477,0.0811,0.17306437,1.4341592e-06,1.0682955e-05,0.3507,0.37220000000000003,0.2541,0.1615,0.046900000000000004,0.1607,0.2926,0.3265,-0.5161097852028639,-0.056677524429967416,-0.008456659619450265,0.6262261228704181,0.5138504652750332,0.6262261228704181,-0.5905074476142388,0.5881627620221948,0.6588397790055248,0.6355765446674538,1.9601742377100186,0.37880737880737875,-0.10701107011070113,0.10701107011070113,-0.21589004358028835,-0.5628249999999999,-0.08806539999999999,-2386385.0,3857815.0,13.352227
5,0.2737,0.0956,0.0546,0.0888,0.20145693,1.2456775e-06,1.0330087e-05,0.31270000000000003,0.3413,0.24680000000000002,0.1575,0.059300000000000005,0.1542,0.25880000000000003,0.2931,-0.4707985697258642,0.036876355748373106,0.04126426690079019,0.4822637422150013,0.40941021004312145,0.4822637422150013,-0.5100689655172415,0.6148648648648649,0.5711297071129707,0.6381685575364667,1.7749675745784694,0.23458767013610887,-0.05168107588856865,0.05168107588856865,-0.12934296525627795,-0.4647749999999999,-0.07131183999999999,-2386325.0,3857855.0,12.276569
2,0.4162,0.0352,0.0325,0.0631,0.16205336,1.3400911e-07,7.305765e-06,0.4539,0.45270000000000005,0.2147,0.10600000000000001,0.0304,0.1096,0.34340000000000004,0.4227,-0.5457163426925846,-0.28382502543234994,-0.033386327503974585,0.844040762073549,0.7265565713872729,0.844040762073549,-0.7366993532234509,0.5150554675118859,0.9232954545454545,0.4937121564974383,3.7974452554744524,0.5138121546961325,-0.3193850055476304,0.3193850055476304,-0.5212747923376844,-0.7296,-0.10310349000000002,-2386545.0,3858065.0,11.006591
2,0.3111,0.044000000000000004,0.037700000000000004,0.0616,0.13416636,3.3525228e-07,8.244082e-06,0.3719,0.39180000000000004,0.189,0.10210000000000001,0.037000000000000005,0.1102,0.2869,0.34390000000000004,-0.5083798882681565,-0.16666666666666666,-0.00937081659973225,0.7521824838073783,0.5677641505784037,0.7521824838073783,-0.6694392272605313,0.612012987012987,0.8568181818181818,0.5402116402116403,2.8230490018148817,0.42931258106355386,-0.24415116976604676,0.24415116976604676,-0.40957769246312387,-0.532925,-0.07464889,-2386675.0,3858415.0,5.6533165
2,0.27690000000000003,0.0675,0.0504,0.0732,0.13611037,1.0771035e-06,1.03092925e-05,0.27640000000000003,0.3271,0.18710000000000002,0.1231,0.0432,0.10640000000000001,0.2165,0.25730000000000003,-0.43757203227045716,-0.04051172707889124,-0.0769230769230769,0.60801393728223,0.4791395045632334,0.60801393728223,-0.581833761782348,0.6885245901639344,0.7466666666666666,0.6579369321218599,2.6024436090225564,0.22369177688326627,-0.1935344827586207,0.1935344827586207,-0.26395056960803254,-0.4318250000000002,-0.06872207,-2386395.0,3858395.0,6.4544454
2,0.437,0.048,0.0436,0.08170000000000001,0.14555028,2.685547e-07,7.674365e-06,0.45940000000000003,0.43770000000000003,0.221,0.1144,0.0366,0.1348,0.3629,0.4305,-0.46019160885365035,-0.25983037779491136,-0.08728179551122195,0.8020618556701031,0.7471387696709584,0.8020618556701031,-0.6849816849816849,0.5336597307221541,0.9083333333333333,0.5176470588235295,3.241839762611276,0.474835886214442,-0.3282674772036474,0.3282674772036474,-0.49486780715396583,-0.7105500000000001,-0.08573877999999997,-2385935.0,3858625.0,7.065557
5,0.4036,0.21050000000000002,0.1688,0.2094,0.1068575,3.0988454e-07,4.3897553e-06,0.41900000000000004,0.4312,0.2979,0.2089,0.1321,0.2528,0.3614,0.4006,-0.17445298639858073,0.0026196713503215466,-0.12196743104021272,0.3144439016446832,0.5701128087962303,0.3144439016446832,-0.31680261011419253,0.8061127029608405,0.8019002375296912,0.7012420275260155,1.596518987341772,0.0913015324843514,-0.15067712045616538,0.15067712045616538,-0.15426497277676954,-0.307725,0.009535890000000005,-2385365.0,3858535.0,10.278798
5,0.4237,0.26830000000000004,0.2038,0.25020000000000003,0.10558679,1.6151667e-07,3.8811927e-06,0.4708,0.4475,0.3773,0.2776,0.1439,0.33130000000000004,0.40940000000000004,0.4404,-0.20254980079681273,0.034908389585342335,-0.17227494966925513,0.22456647398843926,0.5255481727574749,0.22456647398843926,-0.2574565959341148,0.8145483613109512,0.7595974655236675,0.7357540418764908,1.2789012979172953,0.10507004669779851,-0.057927590511860166,0.057927590511860166,-0.0695415033236748,-0.30280000000000007,0.012815559999999976,-2385345.0,3858565.0,10.047294
5,0.392,0.050300000000000004,0.0398,0.0627,0.15299186,3.1517146e-07,7.912197e-06,0.4449,0.4272,0.22610000000000002,0.1178,0.05,0.127,0.3382,0.4083,-0.5657894736842105,-0.10973451327433628,0.1135857461024499,0.7725525661315849,0.6663083207912277,0.7725525661315849,-0.7242137673191116,0.6347687400318979,0.7912524850894632,0.5210084033613445,3.0866141732283467,0.4326001128031584,-0.2684031710079275,0.2684031710079275,-0.43957326221036847,-0.7011500000000002,-0.09586462000000001,-2385455.0,3858635.0,10.270237
5,0.5146000000000001,0.4308,0.28850000000000003,0.3559,0.110483006,1.9171237e-07,3.0593596e-06,0.49720000000000003,0.3331,0.34800000000000003,0.223,0.1752,0.46130000000000004,0.46130000000000004,0.48200000000000004,0.011223185111521471,0.09520783017668746,-0.24433901229243055,0.08863972921514707,0.44207372200552797,0.08863972921514707,-0.18230901780585876,0.8106209609440855,0.6696843082636955,0.6408045977011494,1.1155430305657923,0.03418899226544112,-0.19313702759100396,0.19313702759100396,-0.1024778639577185,-0.059900000000000064,0.21331738000000006,-2385335.0,3858505.0,5.829995
5,0.4204,0.255,0.17350000000000002,0.2305,0.10206708,2.5337934e-07,3.990647e-06,0.4726,0.3018,0.4334,0.2771,0.16770000000000002,0.36010000000000003,0.40180000000000005,0.4244,-0.30561831601144746,0.050463439752832115,-0.01699882766705744,0.24489191590168788,0.4826728920959281,0.24489191590168788,-0.29174988477492697,0.752711496746204,0.6803921568627451,0.6393631748961698,1.1674534851430156,0.17086652576816783,0.015226048254860637,-0.015226048254860637,-0.05488454706927173,-0.46167499999999995,-0.007695059999999879,-2385475.0,3858415.0,8.291925
2,0.30720000000000003,0.0646,0.049300000000000004,0.0818,0.10358078,3.3079982e-07,6.4571213e-06,0.3367,0.3347,0.2122,0.11720000000000001,0.0521,0.1345,0.2654,0.3025,-0.4435374149659865,-0.11748633879781416,0.02761341222879681,0.6525013448090372,0.5308478925323573,0.6525013448090372,-0.5794344473007713,0.6026894865525673,0.7631578947368421,0.5523091423185674,2.284014869888476,0.3510798593671522,-0.182903350019253,0.182903350019253,-0.32454021920861975,-0.49600000000000016,-0.06289381999999999,-2384585.0,3859165.0,13.309205
2,0.2795,0.064,0.049,0.07830000000000001,0.09590809,3.8232506e-07,7.307686e-06,0.3195,0.2767,0.2076,0.11960000000000001,0.0548,0.1246,0.2505,0.28850000000000003,-0.4522560335781741,-0.10049191848208015,0.0558766859344894,0.6273653566229985,0.4897762345679013,0.6273653566229985,-0.5623253214086082,0.6257982120051085,0.765625,0.5761078998073218,2.2431781701444624,0.3213149522799576,-0.14760829398480807,0.14760829398480807,-0.28295254833040423,-0.45599999999999996,-0.0660635,-2384505.0,3859225.0,15.007208
2,0.33890000000000003,0.0506,0.04,0.07,0.15184934,3.8778185e-07,8.185038e-06,0.37610000000000005,0.3793,0.1958,0.1062,0.0528,0.11750000000000001,0.2861,0.3463,-0.47328818660647093,-0.16086235489220568,0.13793103448275862,0.7401797175866497,0.5934078212290503,0.7401797175866497,-0.6576179995108828,0.5714285714285714,0.7905138339920948,0.5423901940755873,2.884255319148936,0.3979773944080905,-0.26762670656442866,0.26762670656442866,-0.41459772260593614,-0.5605000000000002,-0.07306627999999998,-2384165.0,3860105.0,11.59848
2,0.3791,0.0502,0.0439,0.0729,0.21031156,5.5894554e-07,9.701784e-06,0.38130000000000003,0.42660000000000003,0.2011,0.11380000000000001,0.0383,0.1153,0.2968,0.35650000000000004,-0.467883211678832,-0.18440292445166534,-0.06812652068126522,0.7661309107849987,0.6643351467377224,0.7661309107849987,-0.677433628318584,0.6021947873799726,0.8745019920318725,0.5658876181004476,3.287944492627927,0.3933534743202416,-0.3067907618062737,0.3067907618062737,-0.4412265758091994,-0.6157000000000001,-0.08285276999999998,-2384815.0,3859275.0,17.036474
2,0.403,0.048100000000000004,0.0395,0.07,0.13551044,2.9444098e-07,8.073314e-06,0.43510000000000004,0.3952,0.21680000000000002,0.11380000000000001,0.0356,0.1242,0.3332,0.3982,-0.5118549511854951,-0.18543607112616428,-0.05193075898801599,0.786743515850144,0.6875694270254774,0.786743515850144,-0.7040169133192389,0.5642857142857143,0.8212058212058212,0.5249077490774908,3.244766505636071,0.4416715031921068,-0.30041949015811553,0.30041949015811553,-0.4642620780939774,-0.68675,-0.09114574,-2384875.0,3859225.0,15.021889
5,0.30610000000000004,0.0687,0.052500000000000005,0.0795,0.08234335,1.7829537e-07,5.651566e-06,0.3378,0.3532,0.2353,0.13340000000000002,0.0466,0.1363,0.2571,0.2997,-0.49491740787801775,-0.07287449392712553,-0.05953582240161455,0.6334044823906084,0.5258767128458723,0.6334044823906084,-0.5876556016597511,0.6603773584905661,0.7641921397379914,0.566935826604335,2.2457813646368305,0.3297560975609756,-0.1307720724048763,0.1307720724048763,-0.2791153914749421,-0.5275000000000001,-0.08091910000000002,-2384805.0,3859075.0,13.516898
5,0.2906,0.0714,0.0543,0.0794,0.08897299,2.3519397e-07,6.139703e-06,0.33840000000000003,0.3534,0.2353,0.1335,0.047,0.1363,0.2575,0.30060000000000003,-0.4953924372418177,-0.053050397877984046,-0.07206317867719646,0.605524861878453,0.49940918620163904,0.605524861878453,-0.5708108108108109,0.6838790931989924,0.7605042016806722,0.5673608159796005,2.132061628760088,0.3124699085219066,-0.10515307092603159,0.10515307092603159,-0.25463805020007274,-0.502675,-0.07867982000000001,-2384795.0,3859075.0,13.516898
2,0.4204,0.028200000000000003,0.028200000000000003,0.0524,0.120499946,1.1535287e-07,5.205436e-06,0.4324,0.4204,0.16670000000000001,0.0746,0.024,0.08900000000000001,0.3175,0.4143,-0.5216795983569147,-0.3002481389578163,-0.08045977011494257,0.8742755238519839,0.7421812640592119,0.8742755238519839,-0.7783417935702199,0.5381679389312978,1.0,0.44751049790041986,4.723595505617977,0.5187713310580205,-0.43212399931868506,0.43212399931868506,-0.6271309394269133,-0.7027999999999999,-0.08397264,-2392795.0,3867945.0,10.22022
2,0.32020000000000004,0.0693,0.0522,0.0777,0.12572075,3.4621954e-07,7.393028e-06,0.3669,0.37070000000000003,0.2165,0.124,0.0529,0.1202,0.28,0.3407,-0.47178789938817123,-0.05714285714285717,0.0066603235014272046,0.6441591784338895,0.5438452956489401,0.6441591784338895,-0.6094496104548882,0.6718146718146718,0.7532467532467533,0.5727482678983834,2.663893510815308,0.26860158311345644,-0.19321781255822626,0.19321781255822626,-0.31659890401272767,-0.5276000000000001,-0.07850468999999999,-2392775.0,3869195.0,5.0831895
2,0.4485,0.2376,0.1628,0.21050000000000002,0.29496744,2.8988777e-06,1.2960845e-05,0.43010000000000004,0.3865,0.3194,0.2146,0.0704,0.2544,0.372,0.41590000000000005,-0.20551047367427813,0.06047757197054225,-0.3962264150943396,0.3073895933537385,0.5345411650837821,0.3073895933537385,-0.3611532625189681,0.7733966745843229,0.6851851851851851,0.6718847839699437,1.7629716981132075,0.03414634146341465,-0.16812084906888916,0.16812084906888916,-0.14960037611659607,-0.4091499999999999,-0.0014425699999999486,-2392795.0,3869315.0,5.868707
2,0.38280000000000003,0.058800000000000005,0.0478,0.0766,0.13629909,3.4633874e-07,8.083598e-06,0.39790000000000003,0.3876,0.24830000000000002,0.1426,0.0682,0.1439,0.3047,0.3675,-0.5284702985534011,-0.13146233382570158,0.1758620689655172,0.733695652173913,0.6522402149444486,0.733695652173913,-0.6665215498476273,0.6240208877284595,0.8129251700680272,0.5743052758759565,2.6601806810284923,0.4198322644301924,-0.21311994929488196,0.21311994929488196,-0.3626582278481012,-0.6717,-0.09841021000000001,-2392795.0,3869345.0,5.6640005
2,0.3417,0.057800000000000004,0.0519,0.0753,0.095738105,3.3448933e-07,5.863144e-06,0.36860000000000004,0.38820000000000005,0.2021,0.11660000000000001,0.0634,0.1174,0.2891,0.3437,-0.45710165825522714,-0.13148009015777612,0.09973980919340847,0.7106382978723403,0.6130075043294209,0.7106382978723403,-0.6388489208633092,0.6892430278884462,0.8979238754325259,0.5769421078673924,2.910562180579216,0.34018264840182644,-0.2567120264803236,0.2567120264803236,-0.38591549295774646,-0.5464,-0.07426899999999999,-2392525.0,3870115.0,11.282352
2,0.369,0.0252,0.0268,0.0471,0.101137646,7.787943e-08,5.828245e-06,0.3967,0.3874,0.1213,0.0489,0.021500000000000002,0.079,0.2792,0.36410000000000003,-0.44061757719714967,-0.30290456431535273,-0.10973084886128362,0.8721461187214612,0.680184960582171,0.8721461187214612,-0.7736121124729631,0.5690021231422505,1.0634920634920635,0.4031327287716405,4.670886075949367,0.5163147792706334,-0.505200897409749,0.505200897409749,-0.6846137476058736,-0.578675,-0.055342509999999984,-2392465.0,3869655.0,13.001021
2,0.3799,0.0297,0.0292,0.054900000000000004,0.1284692,2.2071004e-07,7.740807e-06,0.4022,0.3713,0.135,0.056,0.0323,0.0857,0.2788,0.37370000000000003,-0.42180094786729855,-0.2978723404255319,0.050406504065040686,0.85498046875,0.6870659398103204,0.85498046875,-0.7474701011959521,0.5318761384335154,0.9831649831649831,0.4148148148148148,4.4329054842473745,0.48526863084922006,-0.4756263352107205,0.4756263352107205,-0.6535974130962005,-0.5919000000000001,-0.05844835,-2392505.0,3869635.0,12.444182
2,0.4536,0.0565,0.049800000000000004,0.08650000000000001,0.1053719,1.9841194e-07,5.959257e-06,0.4501,0.3655,0.2477,0.13920000000000002,0.0648,0.129,0.3572,0.4257,-0.4823459006582885,-0.20979020979020982,0.13089005235602086,0.7784748088610076,0.7592840532732014,0.7784748088610076,-0.6796889464913904,0.5757225433526012,0.8814159292035398,0.5619701251513929,3.516279069767442,0.39083557951482484,-0.2935976044488806,0.2935976044488806,-0.44013731941067086,-0.7511000000000002,-0.10775165999999999,-2392825.0,3870185.0,10.190719
2,0.3383,0.0796,0.06770000000000001,0.0903,0.103145026,1.936674e-07,5.0071417e-06,0.34450000000000003,0.37920000000000004,0.2752,0.2059,0.10300000000000001,0.1689,0.2923,0.33290000000000003,-0.5058823529411766,-0.06297822248381402,0.20679554774458112,0.6190476190476191,0.5856744257157054,0.6190476190476191,-0.5786280914605694,0.7497231450719823,0.8505025125628142,0.7481831395348837,2.0029603315571345,0.35935613682092554,-0.1028524857375713,0.1028524857375713,-0.17425885755603768,-0.5753249999999999,-0.10708173000000001,-2392605.0,3870435.0,10.684959
