LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,y,x
1,0.2248,0.0835,0.0712,0.0923,0.07936087,5.48E-07,6.05E-06,0.2462,0.135,0.1843,0.1315,0.0655,0.1344,0.1983,0.2293,-0.332610268,-0.050056883,-0.041697147,0.458319818,0.401493539,0.458319818,-0.417849259,1.672619048,0.233593391,-0.0989978,-2390955,3885085
1,0.2932,0.066,0.0556,0.0777,0.085608594,3.29E-07,6.61E-06,0.2973,0.2964,0.1923,0.1227,0.0589,0.1346,0.2344,0.275,-0.424444444,-0.081419624,0.028820961,0.632516704,0.524288634,0.632516704,-0.581019143,2.178306092,0.341974078,-0.207826982,-2390845,3885605
4,0.2988,0.0534,0.0495,0.0674,0.11663362,4.95E-07,9.10E-06,0.3142,0.1759,0.1302,0.0819,0.065,0.1093,0.2397,0.2923,-0.317813765,-0.11589404,0.135371179,0.696763203,0.555791498,0.696763203,-0.631895139,2.733760293,0.343577136,-0.393006993,-2390825,3885775
1,0.2813,0.1335,0.0953,0.126,0.14362273,5.64E-07,1.03E-05,0.2838,0.1976,0.1704,0.1121,0.068,0.1555,0.2317,0.2667,-0.149797571,0.028901734,-0.167176975,0.356316297,0.416620964,0.356316297,-0.381291431,1.809003215,0.076124567,-0.245516936,-2390815,3885905
5,0.4406,0.049,0.0391,0.0678,0.09484114,5.58E-08,4.92E-06,0.4852,0.4384,0.1724,0.0789,0.0265,0.1074,0.3608,0.4566,-0.435470441,-0.160958904,-0.192073171,0.799836601,0.730218198,0.799836601,-0.733280881,4.102420857,0.373401535,-0.437520392,-2391025,3886345
1,0.395,0.0294,0.0288,0.0483,0.073594324,1.09E-07,5.05E-06,0.3993,0.4086,0.1286,0.0548,0.03,0.0809,0.2787,0.366,-0.453928773,-0.243243243,0.020408163,0.861451461,0.706876199,0.861451461,-0.782088879,4.882571075,0.466908432,-0.508785332,-2390955,3886285
1,0.4174,0.034,0.0355,0.0551,0.093331225,1.38E-07,5.40E-06,0.4301,0.397,0.1494,0.0676,0.0331,0.0869,0.3052,0.3988,-0.461124694,-0.23681257,-0.034985423,0.849357554,0.744935985,0.849357554,-0.766772487,4.803222094,0.437551696,-0.472829922,-2391025,3886445
4,0.3702,0.0602,0.0554,0.0767,0.12454746,9.60E-07,8.87E-06,0.3489,0.1789,0.1503,0.0852,0.0702,0.1205,0.2719,0.3344,-0.324229075,-0.120525931,0.117834395,0.720260223,0.657572764,0.720260223,-0.656746476,3.07219917,0.333702269,-0.422478386,-2391005,3886525
6,0.2912,0.1357,0.1085,0.1356,0.12176639,4.57E-07,8.59E-06,0.292,0.2361,0.1831,0.1242,0.061,0.1686,0.2412,0.2772,-0.149042987,0.000368596,-0.280235988,0.364253924,0.458560756,0.364253924,-0.364573571,1.727164887,0.10811699,-0.227914822,-2390935,3886375
1,0.4193,0.0318,0.0364,0.0523,0.07812717,1.21E-07,4.92E-06,0.4369,0.414,0.1694,0.0753,0.0337,0.0808,0.3161,0.4102,-0.528191249,-0.243757432,-0.038516405,0.859011306,0.760189963,0.859011306,-0.778201866,5.189356436,0.435168739,-0.424494649,-2391295,3887195
1,0.4331,0.0346,0.0357,0.0588,0.0807401,1.01E-07,4.61E-06,0.4816,0.4444,0.1715,0.0776,0.0392,0.098,0.3503,0.4518,-0.489361702,-0.259100642,0.046728972,0.852041907,0.763429112,0.852041907,-0.760927018,4.419387755,0.478129713,-0.432682765,-2391425,3887555
5,0.2831,0.1737,0.0749,0.09,0.09884586,2.98E-07,5.88E-06,0.3124,0.3465,0.2529,0.1947,0.0803,0.2,0.2798,0.3099,-0.475065617,0.317406143,0.034793814,0.239492119,0.302826685,0.239492119,-0.517555615,1.4155,0.070377308,-0.056343284,-2391555,3888025
5,0.2863,0.1935,0.1435,0.1804,0.086680025,9.24E-08,4.69E-06,0.3044,0.3169,0.2644,0.2102,0.0778,0.1955,0.2605,0.2888,-0.188848921,0.035036106,-0.296882061,0.193413922,0.380912439,0.193413922,-0.226912363,1.464450128,0.005141388,-0.039767569,-2391615,3888095
3,0.3837,0.0712,0.0595,0.0925,0.15921178,5.97E-07,7.47E-06,0.414,0.4041,0.2857,0.1588,0.07,0.1476,0.3252,0.3786,-0.510840825,-0.130116066,0.081081081,0.686964168,0.65075294,0.686964168,-0.61150777,2.599593496,0.349177331,-0.146399761,-2391795,3889025
5,0.4996,0.4149,0.4095,0.4306,0.20567226,3.94E-07,5.72E-06,0.4618,0.3798,0.3463,0.2377,0.0864,0.3214,0.4244,0.4522,0.108508174,-0.018568894,-0.65154265,0.092618917,0.908853174,0.092618917,-0.074177596,1.554449284,-0.126986283,-0.181227095,-2391715,3888735
3,0.3503,0.0976,0.0715,0.1065,0.091323376,1.58E-07,5.19E-06,0.3459,0.3426,0.2967,0.1972,0.0653,0.1632,0.284,0.3237,-0.47172619,-0.043606075,-0.045321637,0.564188435,0.555960419,0.564188435,-0.533712785,2.146446078,0.251533742,-0.082843895,-2392135,3889915
5,0.466,0.4376,0.4258,0.4511,0.1256726,1.76E-07,3.91E-06,0.4311,0.3553,0.36,0.3046,0.0967,0.3597,0.4172,0.4324,0.112316607,-0.015190728,-0.629856459,0.031429836,0.809932079,0.031429836,-0.016246865,1.295524048,-0.097704754,-0.128329298,-2392255,3890015
3,0.4009,0.0713,0.0556,0.0916,0.1471482,3.72E-07,7.14E-06,0.4223,0.3962,0.2867,0.1695,0.0553,0.1574,0.3406,0.3908,-0.515728258,-0.124616329,-0.00270514,0.698009318,0.659453142,0.698009318,-0.628020305,2.547013977,0.376475732,-0.166084933,-2392375,3890195
1,0.385,0.0302,0.0299,0.051,0.07271534,1.12E-07,4.65E-06,0.4047,0.3881,0.1548,0.0677,0.0284,0.0821,0.2856,0.3687,-0.504373178,-0.256157635,-0.025728988,0.854527938,0.694735273,0.854527938,-0.766055046,4.689403167,0.462154942,-0.426454242,-2392415,3890485
1,0.391,0.0305,0.0311,0.0529,0.08443057,9.37E-08,5.18E-06,0.4174,0.3915,0.1698,0.0761,0.029,0.0868,0.2955,0.3747,-0.524921419,-0.268585132,-0.034941764,0.855278766,0.706321089,0.855278766,-0.761658031,4.504608295,0.479965899,-0.394436519,-2392575,3890675
1,0.3956,0.0307,0.032,0.0526,0.11063435,1.32E-07,6.28E-06,0.4222,0.4097,0.1735,0.0787,0.0316,0.0867,0.3045,0.3829,-0.534719151,-0.262905162,-0.006289308,0.855969974,0.715256008,0.855969974,-0.765283356,4.562860438,0.477001704,-0.390265331,-2392695,3890545
1,0.3585,0.0307,0.0302,0.0501,0.06280952,8.79E-08,4.64E-06,0.3839,0.3959,0.1558,0.0686,0.0285,0.0813,0.2738,0.3441,-0.513355998,-0.24009901,-0.028960818,0.842240493,0.657612825,0.842240493,-0.754772394,4.409594096,0.451785714,-0.394127941,-2392515,3890325
12,0.3736,0.0547,0.0471,0.0727,0.10354479,2.20E-07,6.33E-06,0.399,0.3936,0.1945,0.1076,0.0395,0.1077,0.2935,0.3605,-0.455838323,-0.141287284,-0.087759815,0.744571562,0.652033666,0.744571562,-0.674210173,3.468895079,0.32635468,-0.315261398,-2392405,3890285
12,0.342,0.0744,0.0621,0.0847,0.11113042,3.18E-07,7.98E-06,0.3921,0.4146,0.1893,0.1068,0.0383,0.1079,0.29,0.3569,-0.381751825,-0.064739158,-0.237051793,0.642651297,0.590178808,0.642651297,-0.602999766,3.169601483,0.183763028,-0.287408244,-2392375,3890265
12,0.2933,0.0534,0.0474,0.0653,0.082656816,2.48E-07,6.27E-06,0.3519,0.3922,0.1797,0.0982,0.0349,0.1015,0.2612,0.3219,-0.466938776,-0.100252738,-0.151883354,0.691952697,0.5403354,0.691952697,-0.635805912,2.889655172,0.310522918,-0.240169133,-2392455,3890375
12,0.3798,0.0406,0.04,0.0606,0.08589286,2.05E-07,5.58E-06,0.3919,0.3904,0.187,0.1001,0.0362,0.1055,0.29,0.3564,-0.510500808,-0.197628458,-0.049868766,0.806850618,0.686791597,0.806850618,-0.72479564,3.6,0.44421629,-0.340155258,-2392485,3890375
12,0.3311,0.0375,0.0334,0.052,0.10169017,3.05E-07,6.54E-06,0.3571,0.3723,0.1881,0.1023,0.0347,0.1045,0.2605,0.3218,-0.566847147,-0.162011173,0.019089574,0.796527401,0.605277267,0.796527401,-0.72853041,3.168421053,0.471830986,-0.275423729,-2392535,3890505
6,0.4116,0.0945,0.0748,0.1147,0.108376265,2.38E-07,5.52E-06,0.3993,0.3763,0.2798,0.1773,0.064,0.1761,0.3143,0.3619,-0.418504436,-0.096558317,-0.077809798,0.626556017,0.659212754,0.626556017,-0.564126924,2.337308348,0.301552106,-0.190627712,-2392765,3890815
1,0.3651,0.0326,0.0319,0.0503,0.14582285,3.29E-07,8.52E-06,0.4192,0.3863,0.2049,0.1014,0.0362,0.0992,0.3124,0.3909,-0.605799373,-0.213510253,0.063142438,0.83605733,0.666048659,0.83605733,-0.757823784,3.680443548,0.505311077,-0.281052632,-2392665,3890855
3,0.4391,0.0677,0.0556,0.0972,0.14539836,4.57E-07,6.43E-06,0.4273,0.3921,0.2587,0.1396,0.0395,0.1482,0.334,0.3908,-0.453779151,-0.178896301,-0.169295478,0.732833465,0.721172023,0.732833465,-0.637516315,2.962887989,0.372857805,-0.258526799,-2392715,3890855
3,0.3356,0.0646,0.0497,0.0764,0.13441865,4.43E-07,7.73E-06,0.3936,0.385,0.2274,0.1253,0.0351,0.1242,0.3007,0.3559,-0.497037525,-0.083687943,-0.172169811,0.677161419,0.573438483,0.677161419,-0.629126214,2.702093398,0.315677966,-0.192184725,-2392655,3890885
3,0.4131,0.0693,0.0543,0.0924,0.13704774,3.17E-07,7.34E-06,0.4413,0.3945,0.2943,0.1619,0.0448,0.1574,0.3492,0.4041,-0.522110163,-0.142857143,-0.095862765,0.712686567,0.677698449,0.712686567,-0.634421365,2.624523507,0.388619321,-0.167938931,-2392755,3890835
1,0.3668,0.0349,0.0332,0.055,0.09993879,1.97E-07,5.87E-06,0.3776,0.3948,0.1859,0.0915,0.0461,0.0914,0.2723,0.3386,-0.543378995,-0.223581758,0.162673392,0.826238486,0.664632309,0.826238486,-0.739212897,4.013129103,0.447347585,-0.327302334,-2392705,3890795
1,0.3585,0.0412,0.0371,0.0604,0.12708002,3.47E-07,7.85E-06,0.3794,0.3911,0.199,0.1044,0.0443,0.1022,0.2758,0.3407,-0.534309946,-0.188976378,0.088452088,0.793845384,0.644129722,0.793845384,-0.711625686,3.507827789,0.425383543,-0.286098655,-2392765,3890905
1,0.3593,0.0342,0.0325,0.0524,0.10759546,2.80E-07,7.08E-06,0.3979,0.4049,0.186,0.0928,0.0331,0.0983,0.2887,0.3636,-0.560402685,-0.210161663,0.009146341,0.826175349,0.654211622,0.826175349,-0.745445713,3.655137335,0.483773585,-0.317806712,-2392795,3890925
3,0.3496,0.0884,0.0653,0.0988,0.08794573,1.82E-07,4.69E-06,0.3668,0.3356,0.2758,0.1716,0.0591,0.1429,0.2892,0.3366,-0.472504004,-0.055555556,-0.049839228,0.596347032,0.565078223,0.596347032,-0.559322034,2.44646606,0.23562473,-0.118004477,-2393385,3891475
5,0.2731,0.1586,0.1065,0.1383,0.07815097,2.08E-07,3.98E-06,0.3164,0.3331,0.2806,0.2032,0.069,0.1688,0.261,0.2989,-0.339699212,0.06837319,-0.213675214,0.265230484,0.367579508,0.265230484,-0.327661643,1.617890995,0.031154551,0.013545241,-2393415,3891435
12,0.3711,0.0305,0.032,0.05,0.07945961,9.27E-08,5.22E-06,0.398,0.3813,0.1497,0.0675,0.031,0.0792,0.2779,0.359,-0.499248873,-0.242236025,-0.015873016,0.84810757,0.682786698,0.84810757,-0.762526716,4.685606061,0.443938013,-0.425115207,-2393615,3891245
12,0.4044,0.0292,0.0298,0.049,0.08997953,1.31E-07,5.23E-06,0.394,0.3604,0.1575,0.0745,0.0312,0.0775,0.2788,0.3615,-0.525423729,-0.253196931,0.02295082,0.865313653,0.723987906,0.865313653,-0.783855315,5.218064516,0.45267104,-0.439402029,-2393685,3891305
12,0.3263,0.0312,0.0298,0.0473,0.083778106,1.86E-07,4.91E-06,0.3737,0.3833,0.1873,0.1005,0.033,0.0958,0.2696,0.3387,-0.596760443,-0.205095541,0.050955414,0.825454545,0.608178295,0.825454545,-0.746788009,3.40605428,0.508661417,-0.270638629,-2393855,3891175
3,0.3405,0.0647,0.0499,0.0778,0.107080504,2.37E-07,6.65E-06,0.3659,0.3575,0.242,0.1439,0.0378,0.131,0.2838,0.3352,-0.513445904,-0.091929825,-0.137970353,0.68065153,0.58071542,0.68065153,-0.628018169,2.599236641,0.338783853,-0.169098712,-2393995,3891095
3,0.3334,0.0611,0.0482,0.0742,0.087543905,2.76E-07,5.33E-06,0.3599,0.3541,0.2352,0.1322,0.0339,0.1213,0.2749,0.327,-0.520361991,-0.096821877,-0.174177832,0.690240811,0.577063877,0.690240811,-0.635917566,2.748557296,0.33004386,-0.172704889,-2394045,3891065
12,0.3508,0.0313,0.0307,0.049,0.11050624,2.22E-07,6.04E-06,0.3714,0.365,0.179,0.0851,0.0314,0.0866,0.2676,0.3315,-0.570175439,-0.220423412,0.011272142,0.836168542,0.64638667,0.836168542,-0.754877439,4.050808314,0.469041561,-0.324273311,-2394115,3891095
12,0.3319,0.0339,0.0324,0.0509,0.12826054,3.12E-07,8.28E-06,0.349,0.3558,0.1713,0.0825,0.0324,0.0847,0.2497,0.3103,-0.541854185,-0.200471698,0,0.814652816,0.615839975,0.814652816,-0.734064786,3.918536009,0.428330523,-0.319157393,-2394035,3891135
2,0.3352,0.0466,0.0408,0.057,0.10568794,3.24E-07,6.43E-06,0.3734,0.36,0.1944,0.1059,0.0333,0.099,0.2672,0.3378,-0.546539379,-0.1003861,-0.101214575,0.755893138,0.604676039,0.755893138,-0.709331973,3.385858586,0.35989011,-0.265861027,-2394135,3891005
12,0.323,0.038,0.0354,0.053,0.106688194,3.86E-07,7.62E-06,0.3463,0.3637,0.1821,0.0912,0.0354,0.0901,0.2466,0.3053,-0.549128031,-0.164835165,0,0.789473684,0.598599767,0.789473684,-0.718085106,3.58490566,0.406713505,-0.278954662,-2394145,3891055
2,0.3456,0.0544,0.049,0.0741,0.10903286,4.05E-07,6.76E-06,0.3367,0.3653,0.2129,0.114,0.0419,0.1053,0.2538,0.3053,-0.483623693,-0.153307393,-0.078107811,0.728,0.620620928,0.728,-0.646890636,3.282051282,0.318722605,-0.237600716,-2394455,3890765
3,0.3179,0.0569,0.0483,0.0665,0.22352716,1.17E-06,1.45E-05,0.3398,0.3374,0.205,0.1182,0.044,0.1072,0.2561,0.3113,-0.510128913,-0.077795786,-0.046587216,0.696371398,0.568867815,0.696371398,-0.654006243,2.965485075,0.306520414,-0.215911264,-2394465,3890835
2,0.3608,0.0713,0.0559,0.086,0.12607658,6.09E-07,7.91E-06,0.3858,0.3655,0.2501,0.1395,0.0439,0.1412,0.2991,0.3513,-0.488247545,-0.093452003,-0.120240481,0.6699838,0.606638186,0.6699838,-0.615040286,2.555240793,0.328941176,-0.181208054,-2394725,3890595
2,0.3529,0.0651,0.0543,0.0806,0.13876528,5.46E-07,8.51E-06,0.3494,0.3649,0.2197,0.128,0.0534,0.1214,0.2685,0.3192,-0.463203463,-0.106382979,-0.008356546,0.688516746,0.61152479,0.688516746,-0.628143022,2.906919275,0.301876676,-0.232623123,-2394775,3890655
2,0.3635,0.063,0.0552,0.0821,0.13233796,2.90E-07,7.58E-06,0.4021,0.389,0.247,0.1373,0.0469,0.1397,0.3106,0.3665,-0.501063507,-0.131633356,-0.08129285,0.704572098,0.637099812,0.704572098,-0.631508079,2.602004295,0.378391712,-0.190827191,-2394815,3890505
12,0.3077,0.0573,0.0436,0.0622,0.18597291,1.06E-06,1.18E-05,0.3332,0.3321,0.202,0.1181,0.0397,0.103,0.2453,0.2999,-0.529144587,-0.041004184,-0.046818727,0.686027397,0.537523594,0.686027397,-0.66369289,2.987378641,0.285090455,-0.207376888,-2394875,3890465
12,0.3264,0.0587,0.048,0.069,0.12022622,2.99E-07,7.15E-06,0.3584,0.36,0.2134,0.1186,0.0445,0.1096,0.2672,0.323,-0.511331445,-0.080657792,-0.037837838,0.695144118,0.57432125,0.695144118,-0.650986343,2.97810219,0.302436126,-0.209336791,-2394895,3890495
2,0.1835,0.0679,0.0458,0.0595,0.116062865,3.80E-07,1.12E-05,0.2063,0.223,0.1787,0.1278,0.0399,0.0982,0.1605,0.1894,-0.500419815,0.065934066,-0.068844807,0.45982498,0.31333173,0.45982498,-0.510288066,1.868635438,0.182420229,-0.013252347,-2395135,3890125
12,0.3425,0.0366,0.0334,0.0522,0.09668824,1.86E-07,6.09E-06,0.3578,0.3488,0.1887,0.1028,0.0312,0.0932,0.2595,0.3198,-0.566625156,-0.175675676,-0.034055728,0.806911105,0.624923757,0.806911105,-0.735495313,3.674892704,0.43605547,-0.289533133,-2395165,3890155
12,0.3677,0.0417,0.0388,0.0597,0.0883514,1.77E-07,5.50E-06,0.3841,0.3817,0.1868,0.0933,0.0332,0.0948,0.2825,0.3486,-0.515618661,-0.177514793,-0.077777778,0.79628725,0.661353531,0.79628725,-0.720636406,3.878691983,0.389010989,-0.326239856,-2395155,3890175
12,0.3837,0.0338,0.0356,0.055,0.11619972,1.66E-07,6.84E-06,0.4119,0.4034,0.1746,0.0825,0.0325,0.0878,0.2966,0.3706,-0.520905923,-0.238738739,-0.045521292,0.838083832,0.701364153,0.838083832,-0.749259175,4.370159453,0.444078947,-0.374529823,-2395395,3889565
12,0.3711,0.0348,0.0361,0.0547,0.09240596,1.24E-07,5.92E-06,0.3914,0.3881,0.1638,0.0757,0.0331,0.0844,0.2796,0.352,-0.499313501,-0.222346369,-0.043352601,0.828529194,0.682083795,0.828529194,-0.743071865,4.396919431,0.416107383,-0.387549075,-2395465,3889565
1,0.3807,0.0343,0.0363,0.0581,0.08542496,1.24E-07,5.35E-06,0.4091,0.3982,0.1758,0.0825,0.0335,0.0913,0.2993,0.368,-0.503206499,-0.257575758,-0.040114613,0.834698795,0.698078752,0.834698795,-0.735186873,4.169769989,0.453821656,-0.36819407,-2395285,3889535
2,0.2322,0.0611,0.045,0.0627,0.17707025,8.96E-07,1.18E-05,0.2785,0.3237,0.1885,0.1215,0.0493,0.1082,0.2181,0.2573,-0.500796178,-0.012924071,0.045599152,0.583361746,0.411797352,0.583361746,-0.574771109,2.146025878,0.278204371,-0.103874495,-2395555,3889315
12,0.3568,0.043,0.0403,0.06,0.114073426,3.80E-07,7.50E-06,0.378,0.3797,0.1917,0.1025,0.0395,0.095,0.2778,0.3418,-0.523241955,-0.165048544,-0.010025063,0.784892446,0.646832502,0.784892446,-0.712092131,3.755789474,0.376811594,-0.301002735,-2395515,3889235
12,0.3816,0.0412,0.0371,0.0589,0.12233912,2.26E-07,6.78E-06,0.399,0.3971,0.1874,0.0988,0.0366,0.1059,0.2938,0.3683,-0.521721478,-0.176823177,-0.006784261,0.805108798,0.675872793,0.805108798,-0.732576617,3.603399433,0.439836846,-0.341300527,-2395885,3888665
12,0.3608,0.0684,0.0524,0.0804,0.16153935,3.34E-07,8.48E-06,0.3879,0.3829,0.2329,0.1379,0.0406,0.1361,0.3045,0.3578,-0.48675391,-0.080645161,-0.12688172,0.681267474,0.604846902,0.681267474,-0.635539438,2.650991918,0.331051345,-0.215428668,-2395855,3888635
12,0.3721,0.0407,0.0369,0.0606,0.11270456,2.10E-07,6.83E-06,0.4099,0.4053,0.2026,0.1031,0.0386,0.105,0.3009,0.371,-0.539513678,-0.196446199,0.022516556,0.802810078,0.664066291,0.802810078,-0.719898313,3.543809524,0.441317776,-0.294936489,-2395875,3888595
12,0.3031,0.0588,0.0462,0.072,0.15516111,5.24E-07,1.05E-05,0.3181,0.3359,0.2112,0.1239,0.0408,0.1207,0.248,0.2901,-0.491525424,-0.100917431,-0.062068966,0.675048356,0.533794104,0.675048356,-0.616102373,2.511184756,0.344846797,-0.178689481,-2396465,3887705
2,0.3611,0.0456,0.0399,0.0666,0.15783077,2.40E-07,8.59E-06,0.3838,0.3776,0.1962,0.1005,0.0355,0.1091,0.2919,0.3544,-0.493150685,-0.187165775,-0.058355438,0.775756086,0.641843573,0.775756086,-0.688566752,3.309807516,0.410471881,-0.295890903,-2396495,3887745
12,0.2594,0.067,0.0453,0.0672,0.10650144,2.54E-07,7.76E-06,0.3122,0.3456,0.207,0.1205,0.0384,0.1101,0.2424,0.2874,-0.509846827,-0.001490313,-0.082437276,0.589460784,0.439980328,0.589460784,-0.588487446,2.356039964,0.24336533,-0.112349914,-2396495,3887675
2,0.3437,0.0614,0.0478,0.0741,0.14533174,2.06E-07,7.94E-06,0.3764,0.3905,0.2243,0.1256,0.0397,0.126,0.2883,0.34,-0.503351206,-0.093726937,-0.092571429,0.696864972,0.589428191,0.696864972,-0.645284825,2.727777778,0.344717182,-0.210211268,-2396535,3887655
2,0.4169,0.052,0.0481,0.0816,0.13477151,1.82E-07,7.57E-06,0.4458,0.431,0.2307,0.1188,0.0389,0.1318,0.3509,0.4159,-0.477425552,-0.221556886,-0.105747126,0.778204308,0.723787596,0.778204308,-0.672617854,3.163125948,0.434167573,-0.287523162,-2397295,3886905
2,0.3643,0.0614,0.0509,0.0766,0.13075842,3.77E-07,7.77E-06,0.3853,0.3758,0.2272,0.1223,0.0431,0.1271,0.2922,0.3483,-0.495720869,-0.110144928,-0.082978723,0.711533944,0.628705726,0.711533944,-0.652528918,2.86624705,0.348541114,-0.231783601,-2397105,3886905
2,0.2521,0.0631,0.0491,0.0714,0.25305137,1.26E-06,1.63E-05,0.2792,0.2913,0.1825,0.1148,0.0412,0.1122,0.2286,0.2607,-0.437573848,-0.061710037,-0.087486157,0.599619289,0.449245515,0.599619289,-0.558578053,2.24688057,0.280091272,-0.160147262,-2397075,3887065
12,0.3942,0.0363,0.0357,0.0539,0.102413654,2.35E-07,6.27E-06,0.3988,0.4175,0.1731,0.0838,0.0337,0.0884,0.2837,0.3636,-0.525110132,-0.195121951,-0.028818444,0.831358885,0.706118654,0.831358885,-0.759428699,4.459276018,0.417802727,-0.389740878,-2397225,3886865
12,0.4115,0.0428,0.0412,0.0644,0.1147644,2.70E-07,6.87E-06,0.4289,0.4128,0.1823,0.0895,0.0389,0.1031,0.3134,0.3938,-0.477908391,-0.201492537,-0.028714107,0.811578252,0.72533657,0.811578252,-0.729354906,3.991270611,0.413296779,-0.385988548,-2397365,3886745
2,0.4131,0.0581,0.0522,0.0861,0.18170945,3.93E-07,9.29E-06,0.4355,0.4047,0.2183,0.115,0.0418,0.1296,0.3435,0.4103,-0.434296978,-0.194174757,-0.110638298,0.753395586,0.711319515,0.753395586,-0.655048077,3.1875,0.380927011,-0.308520748,-2397725,3886585
12,0.3396,0.0637,0.0525,0.0795,0.18737923,3.41E-07,1.02E-05,0.3645,0.3795,0.2111,0.1175,0.0442,0.1249,0.2804,0.3345,-0.45285616,-0.110335196,-0.085832472,0.684106124,0.591318098,0.684106124,-0.620615605,2.71897518,0.324496288,-0.233339386,-2397735,3886525
12,0.3818,0.0745,0.0598,0.0917,0.13963613,5.81E-07,7.62E-06,0.4103,0.4026,0.2343,0.1333,0.0429,0.1363,0.3207,0.3795,-0.437423313,-0.103489771,-0.164556962,0.673460443,0.637542563,0.673460443,-0.612671595,2.801173881,0.29316888,-0.239409187,-2397755,3886535
12,0.3073,0.0722,0.0609,0.0856,0.18262523,5.48E-07,1.12E-05,0.3298,0.3499,0.2086,0.1236,0.0546,0.1291,0.2678,0.3098,-0.418082937,-0.084917617,-0.054545455,0.619499341,0.542200584,0.619499341,-0.564265716,2.380325329,0.282662692,-0.191316147,-2398105,3886395
12,0.2696,0.0886,0.0646,0.0849,0.22688137,1.64E-06,1.51E-05,0.2973,0.3579,0.2333,0.1523,0.0583,0.135,0.2379,0.2759,-0.46637335,0.021325648,-0.051261188,0.505304299,0.444596339,0.505304299,-0.521015515,1.997037037,0.207513417,-0.072181348,-2398035,3886315
12,0.3211,0.0546,0.0451,0.0657,0.13722622,4.72E-07,9.05E-06,0.3526,0.3635,0.2209,0.1237,0.0498,0.1181,0.2648,0.319,-0.541521284,-0.092269327,0.049525817,0.709342561,0.570910756,0.709342561,-0.660289555,2.718882303,0.367689635,-0.184870849,-2398195,3886275
12,0.3344,0.0593,0.05,0.0711,0.16072161,3.38E-07,8.42E-06,0.3626,0.3798,0.2074,0.1173,0.0471,0.1152,0.2762,0.3341,-0.48940754,-0.090490798,-0.029866117,0.698755398,0.590556569,0.698755398,-0.649321825,2.902777778,0.32034384,-0.234403839,-2398345,3886205
2,0.3826,0.0723,0.0594,0.0842,0.17370653,5.65E-07,9.34E-06,0.4087,0.4007,0.2577,0.143,0.0501,0.1369,0.316,0.3735,-0.507458321,-0.076038339,-0.084931507,0.68212794,0.644977752,0.68212794,-0.63924593,2.794740687,0.308795411,-0.195064813,-2398405,3886065
2,0.4817,0.0487,0.0464,0.0788,0.19923002,3.16E-07,9.39E-06,0.4742,0.4615,0.2437,0.1351,0.0456,0.1332,0.3707,0.448,-0.511317829,-0.236078431,-0.008695652,0.816365008,0.810400449,0.816365008,-0.71882248,3.616366366,0.464540957,-0.328094844,-2399095,3885735
2,0.3415,0.0943,0.0686,0.1012,0.124852985,2.74E-07,7.32E-06,0.3922,0.427,0.2418,0.1441,0.0449,0.1536,0.3164,0.367,-0.409912536,-0.035294118,-0.208810573,0.567232676,0.545268524,0.567232676,-0.542805512,2.223307292,0.239209359,-0.170924053,-2399025,3885765
12,0.3548,0.0333,0.0342,0.0522,0.14008923,2.78E-07,9.24E-06,0.3727,0.4041,0.1581,0.0751,0.0317,0.0829,0.26,0.3397,-0.503566334,-0.221052632,-0.037936267,0.828394744,0.657653494,0.828394744,-0.743488943,4.279855247,0.426850258,-0.383505557,-2399835,3885275
12,0.3752,0.0342,0.0333,0.0547,0.114340894,2.15E-07,6.19E-06,0.4017,0.3712,0.1766,0.083,0.0308,0.0892,0.2918,0.3642,-0.527021185,-0.230596175,-0.03900156,0.832926234,0.679216924,0.832926234,-0.745522214,4.206278027,0.445705024,-0.359913012,-2400145,3885115
2,0.2733,0.0746,0.0532,0.0741,0.16762786,8.83E-07,1.14E-05,0.3269,0.3386,0.2026,0.1252,0.0476,0.1187,0.2489,0.3015,-0.464401879,0.003362475,-0.055555556,0.571141133,0.460435736,0.571141133,-0.573402418,2.302443134,0.228142783,-0.148560622,-2400405,3884865
2,0.3634,0.0525,0.0465,0.071,0.20349619,6.56E-07,1.09E-05,0.3746,0.3754,0.2013,0.1107,0.044,0.1141,0.2854,0.3464,-0.478516342,-0.149797571,-0.027624309,0.747535465,0.643778438,0.747535465,-0.673112339,3.184925504,0.369747899,-0.287055073,-2400435,3884835
12,0.3663,0.0471,0.0431,0.0643,0.12941541,2.53E-07,7.77E-06,0.3888,0.3969,0.1954,0.1052,0.0398,0.1063,0.284,0.3524,-0.504813246,-0.154398564,-0.039806996,0.772133527,0.655263456,0.772133527,-0.701346958,3.445907808,0.385919166,-0.30425494,-2400525,3884775
6,0.4056,0.0621,0.0532,0.0774,0.115395725,3.37E-07,6.35E-06,0.4026,0.3841,0.2251,0.1324,0.0397,0.1363,0.3079,0.3706,-0.488264463,-0.109677419,-0.145317546,0.734445157,0.690182715,0.734445157,-0.679503106,2.975788701,0.373991935,-0.286189948,-2401235,3884625
6,0.5079,0.3886,0.2936,0.3575,0.13606545,3.04E-07,5.73E-06,0.3418,0.1776,0.204,0.121,0.1037,0.3429,0.3252,0.3377,0.273374889,0.04168342,-0.47797634,0.133073062,0.53810687,0.133073062,-0.173792466,1.481189851,-0.062474368,-0.426885799,-2401335,3884715
