LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,ndmi,y,x
2,0.35660000000000003,0.037000000000000005,0.031,0.0604,0.2038203,3.3720136e-07,1.0278795e-05,0.35150000000000003,0.3678,0.16,0.08080000000000001,0.028300000000000002,0.0942,0.26680000000000004,0.3255,-0.45190562613430124,-0.24024640657084181,-0.04553119730185493,0.8119918699186991,0.6347968204442463,0.8119918699186991,-0.7103117505995203,3.785562632696391,0.4359756097560975,-0.3805652342237708,0.3805652342237708,-2402795.0,3874825.0
2,0.27440000000000003,0.0526,0.0442,0.0678,0.09331506,4.8468706e-07,8.239016e-06,0.2943,0.3456,0.1814,0.10790000000000001,0.0368,0.1057,0.2401,0.2748,-0.45585874799357945,-0.1262458471760797,-0.09135802469135806,0.6782874617737004,0.5032975764799364,0.6782874617737004,-0.6037405026300409,2.5960264900662255,0.3354390397978522,-0.2040368582711716,0.2040368582711716,-2402455.0,3874485.0
6,0.41900000000000004,0.303,0.2092,0.26280000000000003,0.23940732,8.4407924e-07,9.843982e-06,0.444,0.3956,0.397,0.28600000000000003,0.0575,0.3393,0.3826,0.4102,-0.20339496817217334,0.07104984093319186,-0.5688038995125609,0.1606648199445984,0.4463429256594725,0.1606648199445984,-0.22909944265180404,1.2348953728264074,0.05651564689397478,-0.026960784313725512,0.026960784313725512,-2402285.0,3874695.0
6,0.38580000000000003,0.0483,0.039400000000000004,0.0729,0.13517766,2.1956562e-07,7.0735186e-06,0.43970000000000004,0.4582,0.227,0.114,0.029500000000000002,0.1232,0.3523,0.4126,-0.5138379459819941,-0.202970297029703,-0.14368650217706824,0.7774706288873531,0.6638649373233825,0.7774706288873531,-0.6821451929365598,3.1314935064935066,0.43673469387755093,-0.25913838120104443,0.25913838120104443,-2402395.0,3874905.0
2,0.44670000000000004,0.0562,0.0415,0.0839,0.09795266,9.5146895e-08,5.445936e-06,0.443,0.4239,0.2394,0.1228,0.0328,0.1348,0.35600000000000004,0.41350000000000003,-0.48097742035261365,-0.19771591720199858,-0.11709286675639298,0.7764963213362499,0.720164329609887,0.7764963213362499,-0.6837542404824726,3.31379821958457,0.41151832460732984,-0.30214254481853964,0.30214254481853964,-2401845.0,3874055.0
3,0.38670000000000004,0.0639,0.0507,0.0844,0.13459058,6.43155e-07,7.81308e-06,0.40240000000000004,0.4118,0.22080000000000002,0.1337,0.0539,0.1275,0.3089,0.372,-0.4469200524246396,-0.13823331085637225,0.030592734225621428,0.7163781624500666,0.6496024750872397,0.7163781624500666,-0.6416896624920398,3.0329411764705885,0.3322884012539185,-0.27308641975308645,0.27308641975308645,-2401625.0,3873575.0
2,0.2346,0.0604,0.034,0.058,0.096003205,5.541384e-07,7.5047915e-06,0.2233,0.2743,0.1763,0.1136,0.0239,0.0978,0.1739,0.203,-0.5049082373026036,0.020270270270270264,-0.17443868739205526,0.5905084745762712,0.392026825633383,0.5905084745762712,-0.6035543403964456,2.3987730061349692,0.236409608091024,-0.1418836699926989,0.1418836699926989,-2401285.0,3872685.0
2,0.29150000000000004,0.0626,0.044500000000000005,0.0702,0.13893232,1.5353023e-06,1.009998e-05,0.2733,0.2776,0.20520000000000002,0.13340000000000002,0.035500000000000004,0.1109,0.2253,0.2564,-0.49019607843137253,-0.05722891566265057,-0.11249999999999999,0.6464275628353573,0.49960625492181354,0.6464275628353573,-0.6118330107824165,2.6284941388638416,0.27838616714697406,-0.17374672840748945,0.17374672840748945,-2400995.0,3872135.0
2,0.3881,0.0488,0.04,0.0678,0.121839106,4.9997567e-07,7.843184e-06,0.394,0.37510000000000004,0.1874,0.09960000000000001,0.029900000000000003,0.10890000000000001,0.29910000000000003,0.3715,-0.4686520376175549,-0.16295025728987989,-0.1444921316165951,0.7766079194323643,0.6672822072561374,0.7766079194323643,-0.7025663522702348,3.5638200183654725,0.38110336081166774,-0.34874022589052994,0.34874022589052994,-2400385.0,3870975.0
2,0.2921,0.0572,0.038200000000000005,0.0636,0.07331815,2.7229189e-07,4.8349634e-06,0.3181,0.3175,0.1966,0.1126,0.0273,0.1091,0.2444,0.29100000000000004,-0.5111452728670254,-0.05298013245033115,-0.16641221374045806,0.672487832808474,0.4989991103202847,0.672487832808474,-0.6423952769187519,2.677360219981668,0.31208659049909804,-0.19541641088602418,0.19541641088602418,-2400645.0,3870425.0
2,0.38580000000000003,0.058800000000000005,0.0509,0.0765,0.12145149,5.5212377e-07,5.8800247e-06,0.4056,0.3815,0.23820000000000002,0.1466,0.0454,0.1502,0.3245,0.389,-0.5138226882745471,-0.130820399113082,-0.05711318795430943,0.7354925775978407,0.6675019346279988,0.7354925775978407,-0.6690460739779364,2.568575233022637,0.4373205741626794,-0.2365384615384615,0.2365384615384615,-2399525.0,3868805.0
2,0.28550000000000003,0.0679,0.042100000000000005,0.0656,0.12522745,6.8801046e-07,9.348527e-06,0.2975,0.3178,0.2094,0.1414,0.0313,0.11410000000000001,0.23240000000000002,0.2713,-0.5229090909090908,0.017228464419475627,-0.1471389645776567,0.6157328805885681,0.468975783320626,0.6157328805885681,-0.6263172885217887,2.5021910604732693,0.2538461538461539,-0.15376843806829668,0.15376843806829668,-2397295.0,3863235.0
6,0.315,0.0724,0.0477,0.0811,0.17306437,1.4341592e-06,1.0682955e-05,0.3507,0.37220000000000003,0.2541,0.1615,0.046900000000000004,0.1607,0.2926,0.3265,-0.5161097852028639,-0.056677524429967416,-0.008456659619450265,0.6262261228704181,0.5138504652750332,0.6262261228704181,-0.5905074476142388,1.9601742377100186,0.37880737880737875,-0.10701107011070113,0.10701107011070113,-2386385.0,3857815.0
6,0.2737,0.0956,0.0546,0.0888,0.20145693,1.2456775e-06,1.0330087e-05,0.31270000000000003,0.3413,0.24680000000000002,0.1575,0.059300000000000005,0.1542,0.25880000000000003,0.2931,-0.4707985697258642,0.036876355748373106,0.04126426690079019,0.4822637422150013,0.40941021004312145,0.4822637422150013,-0.5100689655172415,1.7749675745784694,0.23458767013610887,-0.05168107588856865,0.05168107588856865,-2386325.0,3857855.0
3,0.4162,0.0352,0.0325,0.0631,0.16205336,1.3400911e-07,7.305765e-06,0.4539,0.45270000000000005,0.2147,0.10600000000000001,0.0304,0.1096,0.34340000000000004,0.4227,-0.5457163426925846,-0.28382502543234994,-0.033386327503974585,0.844040762073549,0.7265565713872729,0.844040762073549,-0.7366993532234509,3.7974452554744524,0.5138121546961325,-0.3193850055476304,0.3193850055476304,-2386545.0,3858065.0
3,0.3111,0.044000000000000004,0.037700000000000004,0.0616,0.13416636,3.3525228e-07,8.244082e-06,0.3719,0.39180000000000004,0.189,0.10210000000000001,0.037000000000000005,0.1102,0.2869,0.34390000000000004,-0.5083798882681565,-0.16666666666666666,-0.00937081659973225,0.7521824838073783,0.5677641505784037,0.7521824838073783,-0.6694392272605313,2.8230490018148817,0.42931258106355386,-0.24415116976604676,0.24415116976604676,-2386675.0,3858415.0
2,0.36610000000000004,0.038200000000000005,0.033600000000000005,0.056,0.08281409,9.9927185e-08,5.058681e-06,0.4072,0.38570000000000004,0.1766,0.08660000000000001,0.0308,0.0915,0.3002,0.37610000000000005,-0.5184866723989683,-0.18895966029723987,-0.04347826086956527,0.8110314123175859,0.6529070200253109,0.8110314123175859,-0.734660033167496,4.001092896174864,0.4109483423284502,-0.34918002579694124,0.34918002579694124,-2386335.0,3858605.0
2,0.3556,0.0367,0.0335,0.0577,0.09296448,9.5316764e-08,6.418191e-06,0.3919,0.4143,0.1791,0.08850000000000001,0.036000000000000004,0.0911,0.2911,0.3614,-0.512668918918919,-0.22245762711864403,0.03597122302158276,0.8128982921233749,0.643463817900419,0.8128982921233749,-0.7207839341882412,3.9034028540065866,0.42566510172143973,-0.3300916401720591,0.3300916401720591,-2385945.0,3858715.0
6,0.4036,0.21050000000000002,0.1688,0.2094,0.1068575,3.0988454e-07,4.3897553e-06,0.41900000000000004,0.4312,0.2979,0.2089,0.1321,0.2528,0.3614,0.4006,-0.17445298639858073,0.0026196713503215466,-0.12196743104021272,0.3144439016446832,0.5701128087962303,0.3144439016446832,-0.31680261011419253,1.596518987341772,0.0913015324843514,-0.15067712045616538,0.15067712045616538,-2385365.0,3858535.0
6,0.4237,0.26830000000000004,0.2038,0.25020000000000003,0.10558679,1.6151667e-07,3.8811927e-06,0.4708,0.4475,0.3773,0.2776,0.1439,0.33130000000000004,0.40940000000000004,0.4404,-0.20254980079681273,0.034908389585342335,-0.17227494966925513,0.22456647398843926,0.5255481727574749,0.22456647398843926,-0.2574565959341148,1.2789012979172953,0.10507004669779851,-0.057927590511860166,0.057927590511860166,-2385345.0,3858565.0
6,0.392,0.050300000000000004,0.0398,0.0627,0.15299186,3.1517146e-07,7.912197e-06,0.4449,0.4272,0.22610000000000002,0.1178,0.05,0.127,0.3382,0.4083,-0.5657894736842105,-0.10973451327433628,0.1135857461024499,0.7725525661315849,0.6663083207912277,0.7725525661315849,-0.7242137673191116,3.0866141732283467,0.4326001128031584,-0.2684031710079275,0.2684031710079275,-2385455.0,3858635.0
6,0.5146000000000001,0.4308,0.28850000000000003,0.3559,0.110483006,1.9171237e-07,3.0593596e-06,0.49720000000000003,0.3331,0.34800000000000003,0.223,0.1752,0.46130000000000004,0.46130000000000004,0.48200000000000004,0.011223185111521471,0.09520783017668746,-0.24433901229243055,0.08863972921514707,0.44207372200552797,0.08863972921514707,-0.18230901780585876,1.1155430305657923,0.03418899226544112,-0.19313702759100396,0.19313702759100396,-2385335.0,3858505.0
6,0.4204,0.255,0.17350000000000002,0.2305,0.10206708,2.5337934e-07,3.990647e-06,0.4726,0.3018,0.4334,0.2771,0.16770000000000002,0.36010000000000003,0.40180000000000005,0.4244,-0.30561831601144746,0.050463439752832115,-0.01699882766705744,0.24489191590168788,0.4826728920959281,0.24489191590168788,-0.29174988477492697,1.1674534851430156,0.17086652576816783,0.015226048254860637,-0.015226048254860637,-2385475.0,3858415.0
3,0.30720000000000003,0.0646,0.049300000000000004,0.0818,0.10358078,3.3079982e-07,6.4571213e-06,0.3367,0.3347,0.2122,0.11720000000000001,0.0521,0.1345,0.2654,0.3025,-0.4435374149659865,-0.11748633879781416,0.02761341222879681,0.6525013448090372,0.5308478925323573,0.6525013448090372,-0.5794344473007713,2.284014869888476,0.3510798593671522,-0.182903350019253,0.182903350019253,-2384585.0,3859165.0
3,0.2795,0.064,0.049,0.07830000000000001,0.09590809,3.8232506e-07,7.307686e-06,0.3195,0.2767,0.2076,0.11960000000000001,0.0548,0.1246,0.2505,0.28850000000000003,-0.4522560335781741,-0.10049191848208015,0.0558766859344894,0.6273653566229985,0.4897762345679013,0.6273653566229985,-0.5623253214086082,2.2431781701444624,0.3213149522799576,-0.14760829398480807,0.14760829398480807,-2384505.0,3859225.0
3,0.33890000000000003,0.0506,0.04,0.07,0.15184934,3.8778185e-07,8.185038e-06,0.37610000000000005,0.3793,0.1958,0.1062,0.0528,0.11750000000000001,0.2861,0.3463,-0.47328818660647093,-0.16086235489220568,0.13793103448275862,0.7401797175866497,0.5934078212290503,0.7401797175866497,-0.6576179995108828,2.884255319148936,0.3979773944080905,-0.26762670656442866,0.26762670656442866,-2384165.0,3860105.0
3,0.3438,0.13140000000000002,0.0912,0.125,0.08774351,2.34887e-07,4.531975e-06,0.38270000000000004,0.3836,0.3148,0.19870000000000002,0.0833,0.2151,0.3085,0.3473,-0.4315597999090496,0.02496099843993766,-0.04527220630372496,0.4469696969696969,0.502762049440685,0.4469696969696969,-0.4667235494880546,1.5983263598326358,0.24155844155844153,-0.04403279684178556,0.04403279684178556,-2384835.0,3859035.0
12,0.30970000000000003,0.0367,0.0332,0.0504,0.089705996,2.6215315e-07,5.8774094e-06,0.3541,0.35050000000000003,0.1665,0.08170000000000001,0.047,0.0835,0.2548,0.31970000000000004,-0.5352697095435685,-0.15729047072330649,0.172069825436409,0.7881062355658198,0.5758060738543214,0.7881062355658198,-0.7200777561788392,3.708982035928144,0.389351081530782,-0.30071398572028557,0.30071398572028557,-2384795.0,3859105.0
6,0.30610000000000004,0.0687,0.052500000000000005,0.0795,0.08234335,1.7829537e-07,5.651566e-06,0.3378,0.3532,0.2353,0.13340000000000002,0.0466,0.1363,0.2571,0.2997,-0.49491740787801775,-0.07287449392712553,-0.05953582240161455,0.6334044823906084,0.5258767128458723,0.6334044823906084,-0.5876556016597511,2.2457813646368305,0.3297560975609756,-0.1307720724048763,0.1307720724048763,-2384805.0,3859075.0
6,0.2906,0.0714,0.0543,0.0794,0.08897299,2.3519397e-07,6.139703e-06,0.33840000000000003,0.3534,0.2353,0.1335,0.047,0.1363,0.2575,0.30060000000000003,-0.4953924372418177,-0.053050397877984046,-0.07206317867719646,0.605524861878453,0.49940918620163904,0.605524861878453,-0.5708108108108109,2.132061628760088,0.3124699085219066,-0.10515307092603159,0.10515307092603159,-2384795.0,3859075.0
2,0.4204,0.028200000000000003,0.028200000000000003,0.0524,0.120499946,1.1535287e-07,5.205436e-06,0.4324,0.4204,0.16670000000000001,0.0746,0.024,0.08900000000000001,0.3175,0.4143,-0.5216795983569147,-0.3002481389578163,-0.08045977011494257,0.8742755238519839,0.7421812640592119,0.8742755238519839,-0.7783417935702199,4.723595505617977,0.5187713310580205,-0.43212399931868506,0.43212399931868506,-2392795.0,3867945.0
2,0.32020000000000004,0.0693,0.0522,0.0777,0.12572075,3.4621954e-07,7.393028e-06,0.3669,0.37070000000000003,0.2165,0.124,0.0529,0.1202,0.28,0.3407,-0.47178789938817123,-0.05714285714285717,0.0066603235014272046,0.6441591784338895,0.5438452956489401,0.6441591784338895,-0.6094496104548882,2.663893510815308,0.26860158311345644,-0.19321781255822626,0.19321781255822626,-2392775.0,3869195.0
2,0.4485,0.2376,0.1628,0.21050000000000002,0.29496744,2.8988777e-06,1.2960845e-05,0.43010000000000004,0.3865,0.3194,0.2146,0.0704,0.2544,0.372,0.41590000000000005,-0.20551047367427813,0.06047757197054225,-0.3962264150943396,0.3073895933537385,0.5345411650837821,0.3073895933537385,-0.3611532625189681,1.7629716981132075,0.03414634146341465,-0.16812084906888916,0.16812084906888916,-2392795.0,3869315.0
2,0.38280000000000003,0.058800000000000005,0.0478,0.0766,0.13629909,3.4633874e-07,8.083598e-06,0.39790000000000003,0.3876,0.24830000000000002,0.1426,0.0682,0.1439,0.3047,0.3675,-0.5284702985534011,-0.13146233382570158,0.1758620689655172,0.733695652173913,0.6522402149444486,0.733695652173913,-0.6665215498476273,2.6601806810284923,0.4198322644301924,-0.21311994929488196,0.21311994929488196,-2392795.0,3869345.0
3,0.3417,0.057800000000000004,0.0519,0.0753,0.095738105,3.3448933e-07,5.863144e-06,0.36860000000000004,0.38820000000000005,0.2021,0.11660000000000001,0.0634,0.1174,0.2891,0.3437,-0.45710165825522714,-0.13148009015777612,0.09973980919340847,0.7106382978723403,0.6130075043294209,0.7106382978723403,-0.6388489208633092,2.910562180579216,0.34018264840182644,-0.2567120264803236,0.2567120264803236,-2392525.0,3870115.0
3,0.369,0.0252,0.0268,0.0471,0.101137646,7.787943e-08,5.828245e-06,0.3967,0.3874,0.1213,0.0489,0.021500000000000002,0.079,0.2792,0.36410000000000003,-0.44061757719714967,-0.30290456431535273,-0.10973084886128362,0.8721461187214612,0.680184960582171,0.8721461187214612,-0.7736121124729631,4.670886075949367,0.5163147792706334,-0.505200897409749,0.505200897409749,-2392465.0,3869655.0
3,0.3799,0.0297,0.0292,0.054900000000000004,0.1284692,2.2071004e-07,7.740807e-06,0.4022,0.3713,0.135,0.056,0.0323,0.0857,0.2788,0.37370000000000003,-0.42180094786729855,-0.2978723404255319,0.050406504065040686,0.85498046875,0.6870659398103204,0.85498046875,-0.7474701011959521,4.4329054842473745,0.48526863084922006,-0.4756263352107205,0.4756263352107205,-2392505.0,3869635.0
2,0.4536,0.0565,0.049800000000000004,0.08650000000000001,0.1053719,1.9841194e-07,5.959257e-06,0.4501,0.3655,0.2477,0.13920000000000002,0.0648,0.129,0.3572,0.4257,-0.4823459006582885,-0.20979020979020982,0.13089005235602086,0.7784748088610076,0.7592840532732014,0.7784748088610076,-0.6796889464913904,3.516279069767442,0.39083557951482484,-0.2935976044488806,0.2935976044488806,-2392825.0,3870185.0
2,0.3383,0.0796,0.06770000000000001,0.0903,0.103145026,1.936674e-07,5.0071417e-06,0.34450000000000003,0.37920000000000004,0.2752,0.2059,0.10300000000000001,0.1689,0.2923,0.33290000000000003,-0.5058823529411766,-0.06297822248381402,0.20679554774458112,0.6190476190476191,0.5856744257157054,0.6190476190476191,-0.5786280914605694,2.0029603315571345,0.35935613682092554,-0.1028524857375713,0.1028524857375713,-2392605.0,3870435.0
2,0.3482,0.0879,0.062,0.0995,0.10701782,2.5823414e-07,4.9905047e-06,0.3804,0.3663,0.29350000000000004,0.2223,0.0882,0.1902,0.321,0.36210000000000003,-0.4936386768447838,-0.06189967982924226,0.1744340878828229,0.596881449208897,0.554799376151992,0.596881449208897,-0.5555059191422828,1.8307045215562565,0.36785329018338725,-0.08524232507402207,0.08524232507402207,-2392385.0,3870565.0
4,0.1368,0.0363,0.0317,0.0405,0.06000933,1.3239204e-06,9.005842e-06,0.1438,0.22240000000000001,0.0717,0.040600000000000004,0.0335,0.0646,0.11130000000000001,0.1345,-0.27807486631016043,-0.05468750000000003,0.027607361963190226,0.5805892547660312,0.2737162555401352,0.5805892547660312,-0.5431472081218274,2.1176470588235294,0.28047571853320125,-0.3122302158273381,0.3122302158273381,-2391845.0,3871135.0
4,0.30670000000000003,0.0279,0.031,0.0543,0.07869843,1.9547343e-07,5.5425603e-06,0.3211,0.2592,0.0981,0.0436,0.035,0.0931,0.2611,0.3037,-0.28740157480314965,-0.32116788321167883,0.060606060606060656,0.8332337118947999,0.5950789304123711,0.8332337118947999,-0.699168975069252,3.294307196562836,0.5388429752066116,-0.5153162055335968,0.5153162055335968,-2391725.0,3870985.0
4,0.2797,0.0245,0.0246,0.046700000000000005,0.041041266,1.2584329e-07,3.2126634e-06,0.3045,0.3083,0.10260000000000001,0.0441,0.0244,0.08080000000000001,0.2359,0.2786,-0.3744139316811788,-0.31179775280898875,-0.0040816326530612,0.838921761998685,0.5431895024955724,0.838921761998685,-0.7138480392156862,3.461633663366336,0.5346628679962014,-0.46324875752027195,0.46324875752027195,-2391925.0,3871065.0
3,0.28190000000000004,0.0994,0.06470000000000001,0.09730000000000001,0.104203574,1.4423728e-07,6.521619e-06,0.31880000000000003,0.33640000000000003,0.2817,0.1885,0.0679,0.1625,0.2669,0.2959,-0.4865435356200528,0.010676156583629845,0.024132730015082916,0.4786257539994756,0.4345500879365421,0.4786257539994756,-0.48681434599156126,1.734769230769231,0.24093165330278732,-0.00035486160397450934,0.00035486160397450934,-2391335.0,3871565.0
3,0.3178,0.1489,0.1033,0.1487,0.07453339,1.5203356e-07,3.8460885e-06,0.3284,0.2727,0.2755,0.2031,0.0811,0.2119,0.2923,0.305,-0.29891560584629895,0.0006720430107527075,-0.12039045553145335,0.3619027212341976,0.4494413310592085,0.3619027212341976,-0.362486602357985,1.4997640396413403,0.1746119733924612,-0.07129614023259734,0.07129614023259734,-2391405.0,3871995.0
1,0.2747,0.0945,0.0709,0.1022,0.14621797,4.4493675e-07,9.41208e-06,0.2756,0.2175,0.1673,0.10940000000000001,0.0813,0.171,0.22790000000000002,0.2636,-0.24155844155844156,-0.0391459074733096,0.06833114323258865,0.4880823401950163,0.45211649299591594,0.4880823401950163,-0.45768108251525597,1.6064327485380117,0.288135593220339,-0.2429864253393665,0.2429864253393665,-2391415.0,3872065.0
3,0.30310000000000004,0.1353,0.1004,0.1302,0.1056609,2.6257632e-07,5.6565555e-06,0.3012,0.3025,0.2551,0.19870000000000002,0.08900000000000001,0.1819,0.2676,0.2936,-0.3241629898780171,0.019209039548022572,-0.0601900739176346,0.3827554744525548,0.4570453043542112,0.3827554744525548,-0.39903069466882074,1.6663001649257836,0.1469104665825977,-0.08599068434252963,0.08599068434252963,-2391625.0,3872655.0
6,0.2978,0.08360000000000001,0.056600000000000004,0.0886,0.12553065,7.705211e-07,7.472642e-06,0.3165,0.3159,0.2354,0.1631,0.0716,0.1527,0.2614,0.2874,-0.4530864197530864,-0.029036004645760685,0.11700468018720742,0.5616151022548506,0.4806895046912503,0.5616151022548506,-0.541407867494824,1.9502292075965946,0.29242488362251373,-0.1170292573143286,0.1170292573143286,-2391835.0,3873245.0
3,0.3357,0.1414,0.1168,0.1476,0.14073679,4.813015e-07,5.702453e-06,0.3981,0.41450000000000004,0.32270000000000004,0.2655,0.07970000000000001,0.2604,0.3524,0.3783,-0.37231554327025307,-0.02145328719723187,-0.1888040712468193,0.4072521483965626,0.5334836786178427,0.4072521483965626,-0.3891992551210428,1.2891705069124424,0.2961672473867596,-0.01974483596597806,0.01974483596597806,-2393345.0,3877175.0
12,0.375,0.0917,0.07590000000000001,0.11030000000000001,0.11012995,1.3364254e-07,5.725362e-06,0.406,0.4404,0.24180000000000001,0.1447,0.0478,0.1446,0.32480000000000003,0.38220000000000004,-0.3734734450440216,-0.0920792079207921,-0.2271624898949071,0.6070280694236125,0.6237693130277665,0.6070280694236125,-0.5454358128992376,2.593360995850622,0.22386796445196783,-0.2159533073929961,0.2159533073929961,-2393755.0,3877135.0
12,0.45580000000000004,0.058300000000000005,0.049300000000000004,0.0873,0.10100399,1.7133057e-07,5.1861343e-06,0.457,0.4359,0.2441,0.15,0.0673,0.1544,0.371,0.4365,-0.47314423657211824,-0.19917582417582416,0.15437392795883356,0.7731958762886598,0.7530034474353171,0.7731958762886598,-0.6785122445221875,2.952072538860104,0.4518100611189469,-0.3024717816830976,0.3024717816830976,-2393885.0,3877135.0
12,0.4315,0.09680000000000001,0.08560000000000001,0.1208,0.13319972,1.9016564e-07,6.081014e-06,0.47650000000000003,0.4325,0.2654,0.1655,0.0719,0.16840000000000002,0.38330000000000003,0.44820000000000004,-0.3744174003107198,-0.11029411764705879,-0.086984126984127,0.6335415483626727,0.7165949062249142,0.6335415483626727,-0.5625565815679884,2.5623515439429925,0.26998491704374056,-0.23834122542689046,0.23834122542689046,-2393945.0,3877125.0
2,0.3771,0.0585,0.0485,0.0818,0.08692379,1.4170408e-07,5.7246602e-06,0.3982,0.3901,0.24710000000000001,0.1436,0.0729,0.12840000000000001,0.304,0.35910000000000003,-0.5025843721495895,-0.16607270135424088,0.2009884678747941,0.731404958677686,0.6481108220031517,0.731404958677686,-0.6434953148834169,2.936915887850467,0.37399678972712685,-0.20826658122396666,0.20826658122396666,-2394305.0,3877065.0
1,0.39840000000000003,0.046400000000000004,0.0402,0.06520000000000001,0.09589244,1.4404654e-07,5.4496672e-06,0.4172,0.42400000000000004,0.1826,0.09620000000000001,0.053000000000000005,0.1,0.3065,0.38020000000000004,-0.4737691686844229,-0.1684587813620072,0.13733905579399147,0.7913669064748202,0.6904675343561405,0.7913669064748202,-0.7187230371009492,3.984,0.366120218579235,-0.37142857142857144,0.37142857142857144,-2394525.0,3877095.0
